"shapeid","osm_id","name","highway","waterway","aerialway","barrier","man_made","z_order","other_tags" 
"2193","8616228","Sidney Place","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"",""oneway""=>""yes"""
"2194","8616229","Howland Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""129205"",""width""=>""11.0"""
"2195","8616230","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
"2196","375858137","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"2197","8616232","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"""
"2198","375858139","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2199","88991012","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""odd"""
"2200","8616234","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"""
"2201","88991020","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""driveway"""
"2202","88991021","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""even"""
"2203","8616236","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""49"",""service""=>""alley"""
"2204","88991026","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""driveway"""
"2205","8616238","Broad Canal Way","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"""
"2206","88991027","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2207","8616239","Vail Court","residential","NULL","NULL","NULL","NULL","3","""access""=>""private"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""131829"",""width""=>""7.6"""
"2208","88991028","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""driveway"""
"2209","8616240","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2210","88991029","NULL","service","NULL","NULL","NULL","NULL","0","""access""=>""private"",""service""=>""driveway"""
"2211","8616242","Stinson Court","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""1"",""massgis:way_id""=>""122490"",""width""=>""3.7"""
"2212","88991032","Cooney Court","living_street","NULL","NULL","NULL","NULL","0","NULL"
"2213","8616244","Erie Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""119728"",""oneway""=>""yes"",""width""=>""12.2"""
"2214","88991035","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""driveway"""
"2215","8616246","Erie Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""119728"",""surface""=>""block"",""width""=>""10.4"""
"2216","88991040","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2217","8616248","Arlington Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""172826"",""oneway""=>""yes"",""width""=>""11.6; 10.4"""
"2218","89181648","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2219","89181654","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"2220","89181656","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"2221","8616254","Elm Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""123665"",""oneway""=>""yes"",""width""=>""12.8"""
"2222","89181660","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2223","89181665","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2224","89181667","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"2225","89181671","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2226","89181672","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2227","89181675","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"2228","89181679","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""odd"""
"2229","89181680","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2230","89181681","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2231","89181683","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"2232","89181687","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:interpolation""=>""even"""
"2233","89181688","NULL","NULL","NULL","NULL","retaining_wall","NULL","0","NULL"
"2234","89181689","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2235","89182134","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2236","89182135","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2237","89182136","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2238","89184273","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2239","89184274","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2240","89184276","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"",""service""=>""parking_aisle"""
"2241","89184278","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""even"""
"2242","89184283","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2243","89184284","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""even"""
"2244","89184293","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""even"""
"2245","89184294","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"",""service""=>""parking_aisle"""
"2246","89185415","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2247","89185417","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"2248","89185421","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"""
"2249","89365331","NULL","service","NULL","NULL","NULL","NULL","0","""oneway""=>""yes"",""service""=>""parking_aisle"""
"2250","89365335","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""driveway"""
"2251","89365346","Hanson Avenue","living_street","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""182303"",""width""=>""9.1"""
"2252","89365349","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2253","89365355","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""odd"""
"2254","89365358","NULL","NULL","NULL","NULL","NULL","NULL","0","""addr:inclusion""=>""actual"",""addr:interpolation""=>""even"""
"2255","89365363","Skehan Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""142258"",""width""=>""9.1"""
"2256","89433266","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2257","89433267","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2258","89433268","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2259","89433270","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"2260","89442189","Frost Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""145662"",""oneway""=>""yes"",""width""=>""11.6"""
"2261","377607815","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""paved"""
"2262","377607816","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2263","377607817","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2264","377607818","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2265","377607819","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2266","377607820","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2267","377607821","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paved"""
"2268","377607822","NULL","service","NULL","NULL","NULL","NULL","0","""access""=>""private"",""foot""=>""yes"",""lanes""=>""1"",""surface""=>""paved"""
"2269","378978107","NULL","NULL","NULL","NULL","NULL","NULL","0","""building:part""=>""yes"",""roof:shape""=>""flat"""
"2270","378978130","NULL","NULL","NULL","NULL","NULL","NULL","0","""building:part""=>""yes"",""roof:shape""=>""flat"""
"2271","378978134","NULL","NULL","NULL","NULL","NULL","NULL","0","""building:part""=>""yes"",""roof:shape""=>""flat"""
"2272","379525450","NULL","footway","NULL","NULL","NULL","NULL","0","""crossing""=>""zebra"",""footway""=>""crossing"""
"2273","379681124","NULL","NULL","NULL","NULL","fence","NULL","0","""fence_type""=>""chain_link"""
"2274","379698390","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""cycleway""=>""lane"",""lanes""=>""4"",""massgis:way_id""=>""193208"",""ref""=>""MA 2A"",""width""=>""24.4"""
"2275","379862236","NULL","NULL","NULL","NULL","fence","NULL","0","""fence_type""=>""chain_link"""
"2276","379862237","NULL","NULL","NULL","NULL","fence","NULL","0","""fence_type""=>""chain_link"""
"2277","379862238","NULL","NULL","NULL","NULL","fence","NULL","0","""fence_type""=>""chain_link"""
"2278","380017705","NULL","secondary_link","NULL","NULL","NULL","NULL","6","""lanes""=>""1"",""oneway""=>""yes"",""surface""=>""asphalt"""
"2279","380527013","NULL","secondary_link","NULL","NULL","NULL","NULL","6","""oneway""=>""yes"""
"2280","380662071","Charles Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:ref""=>""0 N409"",""massgis:way_id""=>""128853"",""oneway""=>""yes"",""width""=>""19.5"""
"2281","380662073","Chestnut Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""146253"",""oneway""=>""yes"",""width""=>""14.3"""
"2282","380662085","Pinckney Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""124704"",""oneway""=>""yes"",""width""=>""10.4"""
"2283","89636663","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","27","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""4"",""layer""=>""1"",""massgis:way_id""=>""155299"",""ref""=>""MA 2A"",""width""=>""29.0"""
"2284","380662088","Revere Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""149465"",""oneway""=>""yes"",""width""=>""11.3"""
"2285","89637128","Gloucester Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""188488"",""oneway""=>""yes"",""width""=>""17.1"""
"2286","380662089","Revere Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""149465"",""oneway""=>""yes"",""width""=>""11.3"""
"2287","89637129","Fairfield Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""126827"",""width""=>""16.8"""
"2288","380914633","Concord Avenue","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""211327"",""traffic_calming""=>""table"",""width""=>""12.5"""
"2289","89637355","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""130454"",""oneway""=>""yes"",""ref""=>""MA 28"",""width""=>""9.5"""
"2290","380914634","Concord Avenue","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""211327"",""traffic_calming""=>""table"",""width""=>""24.4"""
"2291","89637356","Berkeley Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:ref""=>""0 N130"",""massgis:way_id""=>""172820"",""oneway""=>""yes"",""width""=>""28.7"""
"2292","380914636","Oak Street Place","living_street","NULL","NULL","NULL","NULL","0","NULL"
"2293","380914637","Springfield Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""117443"",""traffic_calming""=>""table"",""width""=>""12.2"""
"2294","89640564","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"2295","89640581","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2296","89640582","Somerville Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""cycleway""=>""lane"",""lanes""=>""3"",""massgis:ref""=>""0 N333"",""massgis:way_id""=>""164573"",""oneway""=>""yes"",""width""=>""19.8"""
"2297","89640585","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2298","89640586","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2299","89640588","Olive Square","living_street","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""189283"",""width""=>""5.5"""
"2300","89641249","Arlington Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""3"",""massgis:way_id""=>""114950"",""oneway""=>""yes"",""ref""=>""MA 2"",""width""=>""24.4"""
"2301","89641250","Beacon Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""ref""=>""MA 28"",""turn:lanes""=>""|right"",""width""=>""28.7"""
"2302","89641252","Beacon Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""4"",""lit""=>""yes"",""massgis:way_id""=>""186656"",""oneway""=>""yes"",""ref""=>""MA 2;MA 28"",""sidewalk""=>""both"",""surface""=>""asphalt"",""width""=>""28.7"""
"2303","89641548","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""lanes""=>""1"",""massgis:way_id""=>""214400"",""oneway""=>""yes"",""orig_name""=>""Ramp - Storrow Drive To Beacon Street"",""ramp""=>""yes"""
"2304","89717089","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"2305","89717098","Bow Street","secondary","NULL","NULL","NULL","NULL","6","""oneway""=>""yes"",""source:name""=>""OSM US TIGER 2012 ROADS OVERLAY"""
"2306","382228674","Mystic - Somerville - Brighton","NULL","NULL","NULL","NULL","NULL","0","""cables""=>""6"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""ref""=>""510;511"",""voltage""=>""115000"""
"2307","89717125","Somerville Avenue","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""deficient"",""cycleway""=>""lane"",""lanes""=>""3"",""lanes:backward""=>""1"",""lanes:forward""=>""2"",""massgis:ref""=>""0 N333"",""massgis:way_id""=>""164573"","""
"2308","89717128","Stone Avenue","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""146158"",""oneway""=>""yes"",""width""=>""12.2"""
"2309","89717132","Wesley Park","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""1"",""massgis:way_id""=>""178270"",""sidewalk""=>""both"",""width""=>""12.2"""
"2310","89742591","Massachusetts Avenue","primary","NULL","NULL","NULL","NULL","17","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""4"",""layer""=>""1"",""massgis:way_id""=>""155299"",""ref""=>""MA 2A"",""width""=>""29.0"""
"2311","89783367","Dr. Paul Dudley White Path","cycleway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"",""cycleway""=>""track"",""foot""=>""yes"""
"2312","89784393","Red Line","NULL","NULL","NULL","NULL","NULL","35","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""colour""=>""#ff0000"",""electrified""=>""rail"",""frequency""=>""0"",""gauge""=>""1435"",""layer""=>""2"",""line""=>""Red"",""massgis:geom_id""=>""78"",""railway""=>""subway"",""voltage""=>""60"
"2313","89784394","Land Boulevard","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
"2314","89784395","Land Boulevard","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""yes"",""lanes""=>""3"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""width""=>""18.9"""
"2315","89784396","Land Boulevard","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref"
"2316","89785703","Land Boulevard","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref"
"2317","89785705","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""hgv""=>""no"",""lanes""=>""1"",""massgis:way_id""=>""144604"",""oneway""=>""yes"",""width""=>""30.5"""
"2318","89785707","Land Boulevard","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""w"
"2319","89785708","Land Boulevard","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:ref""=>""0 N337"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""old_ref""=>""SR 3"",""oneway""=>""yes"",""wi"
"2320","89785709","Land Boulevard","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
"2321","89785711","Land Boulevard","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""w"
"2322","89785712","Land Boulevard","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""hgv""=>""no"",""lanes""=>""2"",""massgis:way_id""=>""147092"",""official_name""=>""Edwin H. Land Boulevard"",""oneway""=>""yes"",""ref""=>""MA 3"",""width""=>""18.9"""
"2323","382250170","NULL","NULL","NULL","NULL","NULL","NULL","0","""cables""=>""6"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""ref""=>""324;372"",""start_date""=>""1989"",""voltage""=>""345000"""
"2324","89881954","Grand Junction Running Track","NULL","NULL","NULL","NULL","NULL","-5","""old_railway_operator""=>""NYC"",""operator""=>""CSX"",""railway""=>""rail"",""tunnel""=>""yes"""
"2325","89881955","Grand Junction Running Track","NULL","NULL","NULL","NULL","NULL","5","""old_railway_operator""=>""NYC"",""operator""=>""CSX"",""railway""=>""rail"""
"2326","89900463","McGrath Highway","trunk","NULL","NULL","NULL","NULL","28","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""150162"",""maxspeed""=>""40 mph"",""oneway""=>""yes"",""ref""=>""MA 28"",""source:maxspeed""=>""massgis"",""width"
"2327","89900464","McGrath Highway","trunk","NULL","NULL","NULL","NULL","18","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""1"",""level""=>""1"",""massgis:way_id""=>""150162"",""maxspeed""=>""40 mph"",""oneway""=>""yes"",""ref""=>""MA 28"",""source:maxspeed""=>""massgis"",""width""=>"
"2328","382345593","NULL","NULL","NULL","NULL","NULL","NULL","0","""cables""=>""6"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""ref""=>""536;537"",""voltage""=>""115000"""
"2329","89900465","Medford Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""massgis:way_id""=>""179856"",""width""=>""15.2"""
"2330","382345594","Putnam Substation","NULL","NULL","NULL","fence","NULL","0","""frequency""=>""60"",""location""=>""outdoor"",""power""=>""substation"",""ref""=>""831"",""substation""=>""distribution"",""voltage""=>""115000"""
"2331","89900466","NULL","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""118498"",""oneway""=>""yes"",""width""=>""12.2"""
"2332","89900467","Cross Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""198065"",""width""=>""12.2"""
"2333","89900468","NULL","secondary_link","NULL","NULL","NULL","NULL","6","""lanes""=>""1"",""oneway""=>""yes"""
"2334","89900469","NULL","trunk_link","NULL","NULL","NULL","NULL","8","""oneway""=>""yes"""
"2335","89900470","NULL","secondary_link","NULL","NULL","NULL","NULL","6","""oneway""=>""yes"""
"2336","382537183","NULL","NULL","NULL","NULL","NULL","NULL","0","""cables""=>""3"",""circuits""=>""2"",""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""voltage""=>""115000"""
"2337","382537187","NULL","NULL","NULL","NULL","NULL","NULL","0","""frequency""=>""60"",""location""=>""underground"",""power""=>""cable"",""voltage""=>""115000"""
"2338","382537190","Kendall Substation","NULL","NULL","NULL","NULL","NULL","0","""frequency""=>""60"",""location""=>""outdoor"",""power""=>""substation"",""substation""=>""transmission"",""voltage""=>""115000"""
"2339","382995595","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""sidewalk"""
"2340","382995596","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""sidewalk"""
"2341","90288102","Bonair Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""yes"",""condition""=>""good"",""foot""=>""yes"",""lanes""=>""2"",""massgis:way_id""=>""144739"",""oneway""=>""yes"",""surface""=>""asphalt"",""width""=>""12.2"""
"2342","382995598","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""crossing"""
"2343","90288884","Gilman Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""125375"",""oneway""=>""yes"",""width""=>""12.2"""
"2344","90288885","Gilman Street","residential","NULL","NULL","NULL","NULL","-17","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""layer""=>""-1"",""massgis:way_id""=>""125375"",""oneway""=>""yes"",""tunnel""=>""yes"",""width""=>""12.2"""
"2345","382995602","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""crossing"""
"2346","90288886","Gilman Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""125375"",""oneway""=>""yes"",""width""=>""12.2"""
"2347","383005632","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"",""footway""=>""sidewalk"""
"2348","90288887","Aldrich Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""109538"",""oneway""=>""yes"",""width""=>""12.2"""
"2349","383005633","NULL","footway","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""foot""=>""yes"",""footway""=>""sidewalk"",""massgis:way_id""=>""49"""
"2350","90291148","Medford Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""115314"",""width""=>""15.2"""
