"shapeid","osm_id","name","highway","waterway","aerialway","barrier","man_made","z_order","other_tags" 
"8763","82329824","Medford Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""115314"",""width""=>""15.2"""
"8764","82329825","Inner Belt Road","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""181695"",""oneway""=>""yes"""
"8765","82329826","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8766","82329827","Sycamore Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""200173"",""oneway""=>""yes"",""width""=>""12.2"""
"8767","82329828","Orange Line","NULL","NULL","NULL","NULL","NULL","5","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""colour""=>""#ff6600"",""electrified""=>""rail"",""frequency""=>""0"",""gauge""=>""1435"",""line""=>""Orange"",""massgis:geom_id""=>""69"",""railway""=>""subway"",""tunnel""=>""no"",""voltage""=>""600"""
"8768","82329829","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""old_railway_operator""=>""NYC"",""railway""=>""rail"",""railway:traffic_mode""=>""freight"",""usage""=>""main"""
"8769","82329830","NULL","NULL","NULL","NULL","NULL","NULL","15","""bridge""=>""yes"",""level""=>""1"",""railway""=>""disused"""
"8770","82329832","Cedar Street","tertiary","NULL","NULL","NULL","NULL","24","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""bridge""=>""yes"",""condition""=>""good"",""cycleway""=>""shared_lane"",""hgv""=>""yes"",""lanes""=>""2"",""layer""=>""1"",""massgis:way_id""=>""107402"",""source:hgv""=>""MassGIS"",""width""=>""12.2"""
"8771","82329833","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8772","82332092","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""no"",""gauge""=>""1435"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""usage""=>""main"""
"8773","82332093","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8774","82332095","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8775","82332096","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""no"",""gauge""=>""1435"",""railway""=>""rail"",""railway:traffic_mode""=>""passenger"",""tracks""=>""2"",""usage""=>""main"""
"8776","82332097","NULL","primary","NULL","NULL","NULL","NULL","27","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""good"",""lanes""=>""1"",""layer""=>""1"",""massgis:way_id""=>""126234"",""oneway""=>""yes"",""ref""=>""MA 38"",""width""=>""12.2"""
"8777","82332098","NULL","primary_link","NULL","NULL","NULL","NULL","7","""oneway""=>""yes"""
"8778","82332099","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8779","82332100","Cambridge Street","secondary","NULL","NULL","NULL","NULL","26","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""bridge""=>""yes"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N334"",""massgis:way_id""=>""157586"",""width""=>""19.5"""
"8780","82332101","Main Street","primary","NULL","NULL","NULL","NULL","27","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""condition""=>""fair"",""hazmat""=>""designated"",""lanes""=>""2"",""layer""=>""1"",""massgis:ref""=>""0 N147"",""massgis:way_id""=>""139432"",""oneway""=>""yes"",""ref""=>""MA 38"",""width""=>""14.6"""
"8781","82332102","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8782","82332103","NULL","primary","NULL","NULL","NULL","NULL","7","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""1"",""massgis:way_id""=>""126234"",""oneway""=>""yes"",""ref""=>""MA 38"",""width""=>""12.2"""
"8783","82332109","NULL","NULL","NULL","NULL","NULL","pier","0","""floating""=>""yes"""
"8784","82332111","NULL","track","NULL","NULL","NULL","NULL","0","NULL"
"8785","82332112","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""gauge""=>""1435"",""layer""=>""1"",""railway""=>""rail"",""usage""=>""main"""
"8786","82332116","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""layer""=>""1"",""railway""=>""disused"""
"8787","82332118","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8788","82332119","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8789","82332120","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""usage""=>""main"""
"8790","82332121","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8791","82332122","NULL","cycleway","NULL","NULL","NULL","NULL","0","""cycleway""=>""track"",""foot""=>""yes"",""oneway""=>""no"",""surface""=>""asphalt"""
"8792","82332123","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""usage""=>""main"""
"8793","82332124","NULL","track","NULL","NULL","NULL","NULL","0","NULL"
"8794","82332126","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8795","82332128","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8796","82332129","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""rail"",""gauge""=>""1435"",""railway""=>""subway"",""service""=>""yard"""
"8797","82332130","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8798","82332131","NULL","track","NULL","NULL","NULL","NULL","0","NULL"
"8799","82332132","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8800","82332134","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8801","82332136","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8802","82332138","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8803","82576253","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8804","82576254","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8805","82576255","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8806","82576256","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8807","82576257","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8808","82576258","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8809","82576259","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8810","82576260","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8811","82576261","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8812","82576263","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8813","82576264","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""permissive"""
"8814","82576265","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8815","82576266","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8816","82576267","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8817","82576268","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8818","82576269","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"8819","82576272","NULL","service","NULL","NULL","NULL","NULL","0","""service""=>""parking_aisle"""
"8820","82576273","Medford Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192429"",""width""=>""19.8"""
"8821","82576274","Medford Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""192429"",""oneway""=>""yes"",""width""=>""19.8"""
"8822","82576275","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8823","82576276","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8824","82576277","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8825","82576278","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8826","82576279","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8827","82576281","Main Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""144984"",""oneway""=>""yes"",""width""=>""22.3"""
"8828","82576282","Main Street","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""144984"",""oneway""=>""yes"",""width""=>""22.3"""
"8829","82576283","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8830","82576284","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8831","82576285","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8832","82576286","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8833","82576287","North Mead Street Court","service","NULL","NULL","NULL","NULL","0","""lanes""=>""1"",""service""=>""alley"""
"8834","82576289","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8835","82576290","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8836","82576291","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8837","82576292","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8838","82576293","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8839","82576294","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8840","82576295","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8841","82576296","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8842","82576297","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8843","82576298","Wellington Place","residential","NULL","NULL","NULL","NULL","3","NULL"
"8844","82576299","North Quincy Place","service","NULL","NULL","NULL","NULL","0","""service""=>""alley"",""surface""=>""block"""
"8845","82576302","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8846","82576303","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8847","82576304","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8848","82576305","NULL","steps","NULL","NULL","NULL","NULL","0","NULL"
"8849","82576307","School House Court","service","NULL","NULL","NULL","NULL","0","NULL"
"8850","82576308","Charbonnier Street","residential","NULL","NULL","NULL","NULL","3","""oneway""=>""yes"""
"8851","82576309","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"8852","82576310","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8853","82576311","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"8854","82576312","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"8855","82576313","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8856","82576314","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8857","82576630","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8858","82576632","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8859","82576644","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"""
"8860","82576648","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8861","82860552","Frontage Road Northbound","secondary","NULL","NULL","NULL","NULL","6","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""massgis:way_id""=>""201039"",""oneway""=>""yes"",""width""=>""18.3"""
"8862","84083458","Cedar Street","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bicycle""=>""designated"",""condition""=>""good"",""cycleway""=>""lane"",""lanes""=>""1"",""massgis:way_id""=>""107402"",""oneway""=>""yes"",""width""=>""12.2"""
"8863","84269995","Charles River Road","tertiary","NULL","NULL","NULL","NULL","4","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""good"",""lanes""=>""2"",""massgis:way_id""=>""154700"",""width""=>""21.3"""
"8864","84463356","NULL","path","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""gravel"""
"8865","84473998","Infinite Corridor","footway","NULL","NULL","NULL","NULL","0","""access""=>""permissive"",""bicycle""=>""dismount"",""foot""=>""permissive"",""horse""=>""no"",""indoor""=>""yes"",""motor_vehicle""=>""no"""
"8866","84473999","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""permissive"",""footway""=>""crossing"""
"8867","84482691","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8868","84482701","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8869","84482703","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8870","84482710","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8871","84482711","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8872","84482715","NULL","footway","NULL","NULL","NULL","NULL","0","""surface""=>""paving_stones"""
"8873","84489265","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8874","84489266","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8875","84489267","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8876","84489269","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8877","84489270","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8878","84489275","NULL","footway","NULL","NULL","NULL","NULL","10","""bicycle""=>""yes"",""bridge""=>""yes"""
"8879","84489276","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8880","84489277","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8881","84489278","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8882","84489279","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8883","84489282","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8884","84489283","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8885","84489284","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8886","84489285","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8887","84489286","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8888","84489289","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8889","84489290","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8890","84489292","NULL","footway","NULL","NULL","NULL","NULL","0","""bicycle""=>""yes"""
"8891","84489294","NULL","NULL","NULL","NULL","NULL","pier","0","NULL"
"8892","84489295","NULL","service","NULL","NULL","NULL","NULL","0","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""massgis:way_id""=>""35"""
"8893","84959408","Clark Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""138851"",""oneway""=>""yes"",""width""=>""9.8"""
"8894","84960058","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""designated"""
"8895","84960059","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""designated"""
"8896","84960062","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""designated"""
"8897","84967433","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8898","84967434","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"",""footway""=>""sidewalk"""
"8899","84967435","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8900","84967437","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8901","84967438","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8902","84967444","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"8903","84967445","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"8904","84967447","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8905","84967448","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8906","84967449","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8907","84967450","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8908","84967451","NULL","service","NULL","NULL","NULL","NULL","0","NULL"
"8909","84967452","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"8910","84967453","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8911","84967457","NULL","footway","NULL","NULL","NULL","NULL","-20","""layer""=>""-1"",""tunnel""=>""yes"""
"8912","84967460","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"8913","85077135","NULL","footway","NULL","NULL","NULL","NULL","0","""footway""=>""crossing"""
"8914","85077138","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8915","85077139","NULL","footway","NULL","NULL","NULL","NULL","0","""foot""=>""yes"""
"8916","85173122","NULL","NULL","NULL","NULL","fence","NULL","0","NULL"
"8917","85310729","Necco Street","residential","NULL","NULL","NULL","NULL","3","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""deficient"",""lanes""=>""2"",""massgis:way_id""=>""175744"",""surface""=>""block"",""width""=>""18.3"""
"8918","85310730","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"8919","85310731","Dorchester Avenue","service","NULL","NULL","NULL","NULL","10","""access""=>""private"",""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""massgis:way_id""=>""35"""
"8920","85310732","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"8921","85310733","Boston HarborWalk","footway","NULL","NULL","NULL","NULL","0","NULL"
"8922","85310736","Boston HarborWalk","footway","NULL","NULL","NULL","NULL","0","NULL"
"8923","85310739","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"8924","85310740","Boston HarborWalk","steps","NULL","NULL","NULL","NULL","-10","""tunnel""=>""yes"""
"8925","85310741","Boston HarborWalk","footway","NULL","NULL","NULL","NULL","-10","""tunnel""=>""yes"""
"8926","85310742","Boston HarborWalk","footway","NULL","NULL","NULL","NULL","0","NULL"
"8927","85310744","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"8928","85310745","NULL","footway","NULL","NULL","NULL","NULL","0","NULL"
"8929","85310746","Dorchester Avenue","service","NULL","NULL","NULL","NULL","10","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""bridge""=>""yes"",""massgis:way_id""=>""35"""
"8930","85310748","NULL","footway","NULL","NULL","NULL","NULL","10","""bridge""=>""yes"""
"8931","85317960","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8932","85317973","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8933","85317974","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8934","85317977","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"""
"8935","85317980","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8936","85317981","Dorchester Branch","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8937","85317982","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8938","85317988","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8939","85317992","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8940","85317996","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8941","85317999","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8942","85318002","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8943","85318003","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"",""service""=>""yard"""
"8944","85318005","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8945","85318007","Middleborough Main Line","NULL","NULL","NULL","NULL","NULL","15","""bridge""=>""yes"",""electrified""=>""no"",""gauge""=>""1435"",""old_railway_operator""=>""NYNH&H"",""operator""=>""MBTA"",""passenger""=>""suburban"",""railway""=>""rail"",""usage""=>""branch"""
"8946","85318008","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8947","85318012","Dorchester Branch","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8948","85318014","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8949","85318015","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8950","85318017","Middleborough Main Line","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""no"",""gauge""=>""1435"",""old_railway_operator""=>""NYNH&H"",""operator""=>""MBTA"",""passenger""=>""suburban"",""railway""=>""rail"",""usage""=>""branch"""
"8951","85318021","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8952","85318024","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8953","85318025","NULL","NULL","NULL","NULL","NULL","NULL","15","""bridge""=>""yes"",""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8954","85318029","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8955","85318030","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"""
"8956","85318033","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8957","85318034","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8958","85318035","NULL","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""no"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8959","85318042","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"""
"8960","85318043","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8961","85318046","Dorchester Branch","NULL","NULL","NULL","NULL","NULL","5","""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8962","85318049","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"""
"8963","85318051","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"""
"8964","85318054","Dorchester Branch","NULL","NULL","NULL","NULL","NULL","15","""bridge""=>""yes"",""electrified""=>""contact_line"",""gauge""=>""1435"",""railway""=>""rail"""
"8965","85318055","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8966","85327548","Shore Drive","tertiary","NULL","NULL","NULL","NULL","4","""lanes""=>""1"",""oneway""=>""yes"""
"8967","85327560","Fellsway","trunk","NULL","NULL","NULL","NULL","8","""attribution""=>""Office of Geographic and Environmental Information (MassGIS)"",""condition""=>""fair"",""lanes""=>""2"",""massgis:way_id""=>""210090"",""oneway""=>""yes"",""ref""=>""MA 28"",""width""=>""45.7"""
"8968","85445419","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8969","85445422","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""layer""=>""1"",""railway""=>""rail"""
"8970","85445423","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8971","85445426","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""layer""=>""1"",""railway""=>""rail"""
"8972","85445428","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8973","85445430","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8974","85445431","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8975","85445433","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""crossover"""
"8976","85445434","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"",""service""=>""spur"""
"8977","85445436","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8978","85445438","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""disused"",""service""=>""spur"""
"8979","85445440","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
"8980","85445442","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"""
"8981","85445443","NULL","NULL","NULL","NULL","NULL","NULL","25","""bridge""=>""yes"",""layer""=>""1"",""railway""=>""rail"""
"8982","85445446","NULL","NULL","NULL","NULL","NULL","NULL","5","""railway""=>""rail"",""service""=>""yard"""
"8983","85445447","NULL","NULL","NULL","NULL","NULL","NULL","5","""gauge""=>""1435"",""railway""=>""rail"",""service""=>""yard"""
